year,state,county,candidate,party,votes
2020,Vermont,Hartland,Other,Other,61
2020,Vermont,Highgate,Donald Trump,REP,977
2020,Vermont,Highgate,Joe Biden,DEM,698
2020,Vermont,Highgate,Other,Other,53
2020,Vermont,Hinesburg,Donald Trump,REP,749
2020,Vermont,Hinesburg,Joe Biden,DEM,2254
2020,Vermont,Hinesburg,Other,Other,96
2020,Vermont,Holland,Donald Trump,REP,210
2020,Vermont,Holland,Joe Biden,DEM,139
2020,Vermont,Holland,Other,Other,9
2020,Vermont,Hubbardton,Donald Trump,REP,191
2020,Vermont,Hubbardton,Joe Biden,DEM,221
2020,Vermont,Hubbardton,Other,Other,15
2020,Vermont,Huntington,Donald Trump,REP,312
2020,Vermont,Huntington,Joe Biden,DEM,1047
2020,Vermont,Huntington,Other,Other,48
2020,Vermont,Hyde Park,Donald Trump,REP,546
2020,Vermont,Hyde Park,Joe Biden,DEM,1118
2020,Vermont,Hyde Park,Other,Other,75
2020,Vermont,Ira,Donald Trump,REP,130
2020,Vermont,Ira,Joe Biden,DEM,130
2020,Vermont,Ira,Other,Other,2
2020,Vermont,Irasburg,Donald Trump,REP,405
2020,Vermont,Irasburg,Joe Biden,DEM,257
2020,Vermont,Irasburg,Other,Other,11
2020,Vermont,Isle La Motte,Donald Trump,REP,147
2020,Vermont,Isle La Motte,Joe Biden,DEM,191
2020,Vermont,Isle La Motte,Other,Other,11
2020,Vermont,Jamaica,Donald Trump,REP,149
2020,Vermont,Jamaica,Joe Biden,DEM,406
2020,Vermont,Jamaica,Other,Other,26
2020,Vermont,Jay,Donald Trump,REP,139
2020,Vermont,Jay,Joe Biden,DEM,144
2020,Vermont,Jay,Other,Other,11
2020,Vermont,Jericho,Donald Trump,REP,904
2020,Vermont,Jericho,Joe Biden,DEM,2657
2020,Vermont,Jericho,Other,Other,101
2020,Vermont,Johnson,Donald Trump,REP,528
2020,Vermont,Johnson,Joe Biden,DEM,994
2020,Vermont,Johnson,Other,Other,71
2020,Vermont,Killington,Donald Trump,REP,255
2020,Vermont,Killington,Joe Biden,DEM,560
2020,Vermont,Killington,Other,Other,21
2020,Vermont,Kirby,Donald Trump,REP,129
2020,Vermont,Kirby,Joe Biden,DEM,190
2020,Vermont,Kirby,Other,Other,10
2020,Vermont,Landgrove,Donald Trump,REP,0
2020,Vermont,Landgrove,Joe Biden,DEM,0
2020,Vermont,Landgrove,Other,Other,0
2020,Vermont,Leicester,Donald Trump,REP,230
2020,Vermont,Leicester,Joe Biden,DEM,296
2020,Vermont,Leicester,Other,Other,16
2020,Vermont,Lemington,Donald Trump,REP,23
2020,Vermont,Lemington,Joe Biden,DEM,25
2020,Vermont,Lemington,Other,Other,1
2020,Vermont,Lincoln,Donald Trump,REP,211
2020,Vermont,Lincoln,Joe Biden,DEM,723
2020,Vermont,Lincoln,Other,Other,25
2020,Vermont,Londonderry,Donald Trump,REP,347
2020,Vermont,Londonderry,Joe Biden,DEM,744
2020,Vermont,Londonderry,Other,Other,27
2020,Vermont,Lowell,Donald Trump,REP,273
2020,Vermont,Lowell,Joe Biden,DEM,201
2020,Vermont,Lowell,Other,Other,13
2020,Vermont,Ludlow,Donald Trump,REP,473
2020,Vermont,Ludlow,Joe Biden,DEM,718
2020,Vermont,Ludlow,Other,Other,46
2020,Vermont,Lunenburg,Donald Trump,REP,366
2020,Vermont,Lunenburg,Joe Biden,DEM,243
2020,Vermont,Lunenburg,Other,Other,24
2020,Vermont,Lyndon,Donald Trump,REP,1136
2020,Vermont,Lyndon,Joe Biden,DEM,1207
2020,Vermont,Lyndon,Other,Other,102
2020,Vermont,Maidstone,Donald Trump,REP,74
2020,Vermont,Maidstone,Joe Biden,DEM,67
2020,Vermont,Maidstone,Other,Other,4
2020,Vermont,Manchester,Donald Trump,REP,732
2020,Vermont,Manchester,Joe Biden,DEM,1985
2020,Vermont,Manchester,Other,Other,73
2020,Vermont,Marlboro,Donald Trump,REP,94
2020,Vermont,Marlboro,Joe Biden,DEM,528
2020,Vermont,Marlboro,Other,Other,24
2020,Vermont,Marshfield,Donald Trump,REP,336
2020,Vermont,Marshfield,Joe Biden,DEM,586
2020,Vermont,Marshfield,Other,Other,43
2020,Vermont,Mendon,Donald Trump,REP,314
2020,Vermont,Mendon,Joe Biden,DEM,445
2020,Vermont,Mendon,Other,Other,21
2020,Vermont,Middlebury,Donald Trump,REP,732
2020,Vermont,Middlebury,Joe Biden,DEM,3476
2020,Vermont,Middlebury,Other,Other,128
2020,Vermont,Middlesex,Donald Trump,REP,231
2020,Vermont,Middlesex,Joe Biden,DEM,977
2020,Vermont,Middlesex,Other,Other,41
2020,Vermont,Middletown Springs,Donald Trump,REP,225
2020,Vermont,Middletown Springs,Joe Biden,DEM,308
2020,Vermont,Middletown Springs,Other,Other,16
2020,Vermont,Milton,Donald Trump,REP,2567
2020,Vermont,Milton,Joe Biden,DEM,3268
2020,Vermont,Milton,Other,Other,222
2020,Vermont,Monkton,Donald Trump,REP,395
2020,Vermont,Monkton,Joe Biden,DEM,960
2020,Vermont,Monkton,Other,Other,48
2020,Vermont,Montgomery,Donald Trump,REP,278
2020,Vermont,Montgomery,Joe Biden,DEM,449
2020,Vermont,Montgomery,Other,Other,31
2020,Vermont,Montpelier,Donald Trump,REP,468
2020,Vermont,Montpelier,Joe Biden,DEM,4576
